Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterLifeCyclePolicy,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: IDLE; IDLE_DESTROY; IDLE_RESUME; EMPTY; EMPTY_DESTROY; IDLE_EMPTY_DESTROY; NEVER; policy; time; timeUnit; policy; time; timeUnit
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterLifeCyclePolicy.ATMOSPHERE_RESOURCE_POLICY,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterLifeCyclePolicy.ATMOSPHERE_RESOURCE_POLICY,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterLifeCyclePolicy.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: policy; time; timeUnit
atmosphere_atmosphere,org.atmosphere.cpr,BroadcasterLifeCyclePolicy.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AtmosphereRequestImpl
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AtmosphereFramework; AtmosphereConfig; BroadcasterFactory; Broadcaster; AtmosphereResource; AtmosphereRequest; AtmosphereRequestImpl; FrameworkConfig; InjectIntrospector; AtmosphereResponse; AsyncIOWriter; AtmosphereResourceEvent; AtmosphereHandler; AtmosphereResourceEventListener; AsyncSupport; BroadcasterConfig; BroadcasterCache; IOUtils; ExecutorsFactory; BroadcasterListener; Deliver; AtmosphereResourceFactory; MetaBroadcaster; DefaultMetaBroadcaster; AtmosphereResourceSessionFactory; WebSocketProtocol; WebSocket; WebSocketHandler; WebSocketProcessor; ByteArrayAsyncWriter; EndpointMapper; WebSocketFactory; AtmosphereInterceptor; DefaultAsyncSupportResolver; ReflectorServletProcessor; AsyncSupportResolver; AsyncSupportListener; AtmosphereFrameworkListener; DefaultBroadcaster; LifecycleHandler; AtmosphereResourceEventImpl; AtmosphereResourceImpl; Utils; SessionTimeoutSupport; SessionTimeoutRestorer; SessionSupport; Universe; WebSocketProcessorFactory; AtmosphereConfigReader
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 97 methods
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest.LocalAttributes,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: localAttributes
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest.LocalAttributes,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereRequest.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,ApplicationConfig,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: PROPERTY_ATMOSPHERE_XML; PROPERTY_SERVLET_MAPPING; PROPERTY_BLOCKING_COMETSUPPORT; PROPERTY_THROW_EXCEPTION_ON_CLONED_REQUEST; PROPERTY_NATIVE_COMETSUPPORT; WEBSOCKET_SUPPORT; WEBSOCKET_SUPPORT_SERVLET3; PROPERTY_USE_STREAM; BROADCASTER_FACTORY; BROADCASTER_CLASS; BROADCASTER_CACHE; PROPERTY_COMET_SUPPORT; PROPERTY_SESSION_SUPPORT; PROPERTY_SESSION_CREATE; PROPERTY_ALLOW_SESSION_TIMEOUT_REMOVAL; RESUME_ON_BROADCAST; DEFAULT_NAMED_DISPATCHER; NO_CACHE_HEADERS; DROP_ACCESS_CONTROL_ALLOW_ORIGIN_HEADER; BROADCASTER_LIFECYCLE_POLICY; WEBSOCKET_PROCESSOR; WEBSOCKET_PROTOCOL; WEBSOCKET_CONTENT_TYPE; SSE_CONTENT_TYPE; WEBSOCKET_METHOD; WEBSOCKET_IDLETIME; WEBSOCKET_WRITE_TIMEOUT; WEBSOCKET_BUFFER_SIZE; WEBSOCKET_PATH_DELIMITER; WEBSOCKET_MAXTEXTSIZE; WEBSOCKET_MAXBINARYSIZE; WEBSOCKET_REQUIRE_SAME_ORIGIN; JETTY_WEBSOCKET_MIN_VERSION; ATMOSPHERE_RESOURCE; BROADCAST_FILTER_CLASSES; RESUMED_ON_TIMEOUT; DISABLE_ONSTATE_EVENT; MAX_INACTIVE; ALLOW_QUERYSTRING_AS_REQUEST; DISALLOW_MODIFY_QUERYSTRING; BROADCASTER_SHARABLE_THREAD_POOLS; BROADCASTER_MESSAGE_PROCESSING_THREADPOOL_MAXSIZE; BROADCASTER_ASYNC_WRITE_THREADPOOL_MAXSIZE; ALLOW_CORE_THREAD_TIMEOUT; SCHEDULER_THREADPOOL_MAXSIZE; BROADCASTER_LIFECYCLE_POLICY_IDLETIME; RECOVER_DEAD_BROADCASTER; ATMOSPHERE_HANDLER; ATMOSPHERE_HANDLER_MAPPING; SERVLET_CLASS; FILTER_CLASS; MAPPING; FILTER_NAME; BROADCASTER_CACHE_STRATEGY; SUPPORT_LOCATION_HEADER; WEB_SOCKET_BANNED_VERSION; TOMCAT_CLOSE_STREAM; WEBSOCKET_BINARY_WRITE; RECYCLE_ATMOSPHERE_REQUEST_RESPONSE; ATMOSPHERE_HANDLER_PATH; JERSEY_CONTAINER_RESPONSE_WRITER_CLASS; WEBSOCKET_PROTOCOL_EXECUTION; WEBSOCKET_SUPPRESS_JSR356; DEFAULT_CONTENT_TYPE; ATMOSPHERE_INTERCEPTORS; ATMOSPHERE_EXCLUDED_FILE; MESSAGE_DELIMITER; ATMOSPHERERESOURCE_INTERCEPTOR_METHOD; ATMOSPHERERESOURCE_INTERCEPTOR_TIMEOUT; DISABLE_ATMOSPHEREINTERCEPTOR; SHARED; SUSPENDED_ATMOSPHERE_RESOURCE_UUID; UNIQUE_UUID_WEBSOCKET; OUT_OF_ORDER_BROADCAST; WRITE_TIMEOUT; BROADCASTER_WAIT_TIME; BACKWARD_COMPATIBLE_WEBSOCKET_BEHAVIOR; ANNOTATION_PACKAGE; ANNOTATION_PROCESSOR; ENDPOINT_MAPPER; EXCLUDED_CONTENT_TYPES; BROADCASTER_POLICY; BROADCASTER_POLICY_TIMEOUT; HANDLER_MAPPING_REGEX; STATE_RECOVERY_TIMEOUT; JSR356_PATH_MAPPING_LENGTH; SSE_DEFAULT_CONTENTTYPE; CUSTOM_ANNOTATION_PACKAGE; SCAN_CLASSPATH; BUILT_IN_SESSION; OBJECT_FACTORY; EXECUTORFACTORY_KEEP_ALIVE; IN_MEMORY_STREAMING_BUFFER_SIZE; AUTODETECT_BROADCASTER; DISABLE_ATMOSPHEREINTERCEPTORS; JSR356_MAPPING_PATH; SESSION_MAX_INACTIVE_INTERVAL; CLOSED_ATMOSPHERE_THINK_TIME; UUIDBROADCASTERCACHE_CLIENT_IDLETIME; UUIDBROADCASTERCACHE_IDLE_CACHE_INTERVAL; INVOKE_ATMOSPHERE_INTERCEPTOR_ON_WEBSOCKET_MESSAGE; ENFORCE_ATMOSPHERE_VERSION; REWRITE_WEBSOCKET_REQUESTURI; HEARTBEAT_PADDING_CHAR; HEARTBEAT_INTERVAL_IN_SECONDS; CLIENT_HEARTBEAT_INTERVAL_IN_SECONDS; RESUME_ON_HEARTBEAT; DEFAULT_SERIALIZER; DISABLE_ATMOSPHERE_INITIALIZER; ANALYTICS; BYTECODE_PROCESSOR; SERVLET_NAME; READ_GET_BODY; CACHE_MESSAGE_ON_IO_FLUSH_EXCEPTION; BROADCASTER_SHAREABLE_LISTENERS; SUPPORT_TRACKED_BROADCASTER; POOLEABLE_PROVIDER; BROADCASTER_FACTORY_POOL_SIZE; BROADCASTER_FACTORY_EMPTY_WAIT_TIME_IN_SECONDS; META_SERVICE_PATH; CLOSE_STREAM_ON_CANCEL; USE_SERVLET_CONTEXT_PARAMETERS; USE_FORJOINPOOL; RESPONSE_COMPLETION_AWARE; RESPONSE_COMPLETION_RESET; TWO_STEPS_WRITE; INJECTION_TRY; INJECTION_LISTENERS; DELAY_PROTOCOL_IN_MILLISECONDS; FLUSH_BUFFER_HEARTBEAT; CONTENT_TYPE_FIRST_RESPONSE; ALLOW_WEBSOCKET_STATUS_CODE_1005_AS_DISCONNECT
